Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,54.040000915527344,52.0,52.189998626708984,53.599998474121094,3335700.0,50.438507080078125
2019-01-03,53.9900016784668,50.939998626708984,52.70000076293945,52.5,6208400.0,49.40338897705078
2019-01-04,53.68000030517578,52.54999923706055,53.11000061035156,52.75,4910700.0,49.63863754272461
2019-01-07,56.220001220703125,52.939998626708984,52.939998626708984,55.7599983215332,4251000.0,52.47110366821289
2019-01-08,57.52000045776367,55.150001525878906,56.36000061035156,57.400001525878906,4039800.0,54.014373779296875
2019-01-09,58.279998779296875,56.130001068115234,57.18000030517578,57.83000183105469,5282600.0,54.419010162353516
2019-01-10,56.93000030517578,55.119998931884766,56.38999938964844,56.869998931884766,3645900.0,53.515628814697266
2019-01-11,57.54999923706055,56.0,56.41999816894531,56.5099983215332,3413400.0,53.1768684387207
2019-01-14,57.97999954223633,55.84000015258789,56.11000061035156,57.279998779296875,2627300.0,53.90144348144531
2019-01-15,57.41999816894531,56.09000015258789,57.25,56.66999816894531,3795600.0,53.327430725097656
2019-01-16,56.86000061035156,55.970001220703125,56.619998931884766,56.33000183105469,2652200.0,53.00748825073242
2019-01-17,58.099998474121094,56.029998779296875,56.380001068115234,57.81999969482422,3293600.0,54.40959930419922
2019-01-18,59.47999954223633,58.22999954223633,58.25,58.709999084472656,2807000.0,55.247100830078125
2019-01-22,58.68000030517578,57.209999084472656,58.279998779296875,57.77000045776367,2520300.0,54.362548828125
2019-01-23,58.08000183105469,56.38999938964844,57.97999954223633,57.310001373291016,2346300.0,53.929683685302734
2019-01-24,57.70000076293945,56.720001220703125,57.459999084472656,57.599998474121094,1757800.0,54.20257568359375
2019-01-25,59.45000076293945,58.13999938964844,58.13999938964844,59.34000015258789,2821400.0,55.839942932128906
2019-01-28,59.540000915527344,58.06999969482422,58.7400016784668,59.5,2746700.0,55.99051284790039
2019-01-29,59.45000076293945,58.33000183105469,59.439998626708984,58.779998779296875,2094500.0,55.31296920776367
2019-01-30,59.27000045776367,58.36000061035156,58.869998931884766,58.97999954223633,2477200.0,55.501182556152344
2019-01-31,59.470001220703125,58.81999969482422,58.97999954223633,59.2400016784668,3653300.0,55.74584197998047
2019-02-01,59.2400016784668,57.779998779296875,59.2400016784668,58.470001220703125,3784800.0,55.021263122558594
2019-02-04,59.38999938964844,58.22999954223633,58.599998474121094,59.209999084472656,1859500.0,55.717613220214844
2019-02-05,59.599998474121094,58.900001525878906,59.29999923706055,59.52000045776367,3132200.0,56.00933074951172
2019-02-06,59.880001068115234,58.810001373291016,59.599998474121094,59.459999084472656,1900600.0,55.95286178588867
2019-02-07,59.36000061035156,58.06999969482422,59.16999816894531,58.86000061035156,1845900.0,55.38825988769531
2019-02-08,59.02000045776367,58.150001525878906,58.209999084472656,58.95000076293945,1701500.0,55.47294616699219
2019-02-11,59.09000015258789,58.220001220703125,59.0099983215332,58.45000076293945,2227100.0,55.00244140625
2019-02-12,60.52000045776367,58.75,58.75,59.86000061035156,2970300.0,56.32927703857422
2019-02-13,60.369998931884766,59.22999954223633,60.11000061035156,59.4900016784668,3001600.0,55.98109817504883
2019-02-14,60.099998474121094,58.65999984741211,59.04999923706055,59.56999969482422,2908400.0,56.056373596191406
2019-02-15,60.43000030517578,59.630001068115234,60.060001373291016,60.18000030517578,1951200.0,56.630401611328125
2019-02-19,60.52000045776367,59.5099983215332,60.25,60.34000015258789,2869700.0,56.78096389770508
2019-02-20,60.77000045776367,60.13999938964844,60.5,60.31999969482422,2878600.0,56.762142181396484
2019-02-21,60.779998779296875,59.439998626708984,60.45000076293945,59.77000045776367,2442200.0,56.24457931518555
2019-02-22,60.61000061035156,59.349998474121094,59.849998474121094,60.439998626708984,2307400.0,56.875057220458984
2019-02-25,61.400001525878906,60.38999938964844,61.150001525878906,60.54999923706055,3805200.0,56.978572845458984
2019-02-26,60.689998626708984,59.59000015258789,60.5,60.310001373291016,4177900.0,56.75272750854492
2019-02-27,70.7300033569336,67.98999786376953,68.2699966430664,68.81999969482422,17901700.0,64.76078033447266
2019-02-28,70.12999725341797,68.13999938964844,69.48999786376953,68.83999633789062,6834800.0,64.77959442138672
2019-03-01,69.8499984741211,67.62000274658203,69.63999938964844,67.80999755859375,5413400.0,63.81035232543945
2019-03-04,68.58999633789062,66.63999938964844,68.0,67.05999755859375,4253700.0,63.10459899902344
2019-03-05,67.80999755859375,66.43000030517578,67.55000305175781,66.80999755859375,3314500.0,62.86934280395508
2019-03-06,67.98999786376953,66.61000061035156,67.29000091552734,67.29000091552734,3855900.0,63.3210334777832
2019-03-07,67.81999969482422,66.5999984741211,66.83000183105469,67.63999938964844,3694300.0,63.65038299560547
2019-03-08,67.43000030517578,66.36000061035156,66.87999725341797,67.37000274658203,3123600.0,63.39631271362305
2019-03-11,69.19999694824219,67.5999984741211,67.5999984741211,68.72000122070312,3978400.0,64.66667938232422
2019-03-12,69.18000030517578,67.95999908447266,68.98999786376953,68.83000183105469,2622100.0,64.77018737792969
2019-03-13,69.16000366210938,68.3499984741211,69.0,68.3499984741211,3510400.0,64.3185043334961
2019-03-14,69.33000183105469,68.0,68.23999786376953,68.8499984741211,4257300.0,64.78900909423828
2019-03-15,69.66999816894531,68.30999755859375,68.87999725341797,69.62999725341797,6814000.0,65.52301025390625
2019-03-18,70.27999877929688,69.37999725341797,69.66000366210938,70.23999786376953,3534800.0,66.0970230102539
2019-03-19,70.62000274658203,69.72000122070312,70.26000213623047,69.88999938964844,3504100.0,66.23918151855469
2019-03-20,69.91999816894531,68.16999816894531,69.6500015258789,69.11000061035156,3377000.0,65.49993896484375
2019-03-21,70.72000122070312,68.81999969482422,69.06999969482422,70.55999755859375,2693200.0,66.87419128417969
2019-03-22,73.33999633789062,70.0999984741211,72.12999725341797,70.11000061035156,4006500.0,66.44769287109375
2019-03-25,71.31999969482422,69.7699966430664,69.81999969482422,70.88999938964844,2242000.0,67.18695831298828
2019-03-26,71.86000061035156,70.26000213623047,71.44000244140625,70.5,2804200.0,66.81732177734375
2019-03-27,71.19000244140625,70.0199966430664,70.37999725341797,70.5,4090300.0,66.81732177734375
2019-03-28,71.68000030517578,70.38999938964844,70.8499984741211,71.0999984741211,3805100.0,67.385986328125
2019-03-29,71.52999877929688,70.80999755859375,71.27999877929688,71.05999755859375,2788300.0,67.34806823730469
2019-04-01,72.26000213623047,71.08999633789062,71.36000061035156,72.08999633789062,2787100.0,68.32426452636719
2019-04-02,72.02999877929688,71.12000274658203,72.02999877929688,71.44999694824219,1997700.0,67.71769714355469
2019-04-03,72.77999877929688,71.75,71.83999633789062,72.54000091552734,2347700.0,68.75077056884766
2019-04-04,74.58999633789062,72.29000091552734,72.4800033569336,74.56999969482422,2465500.0,70.67473602294922
2019-04-05,75.1500015258789,74.33000183105469,74.94999694824219,74.7699966430664,3171600.0,70.86427307128906
2019-04-08,75.29000091552734,74.37999725341797,74.62000274658203,74.81999969482422,2236000.0,70.91166687011719
2019-04-09,75.20999908447266,74.38999938964844,74.5,74.75,1772400.0,70.8453369140625
2019-04-10,75.52999877929688,74.20999908447266,74.77999877929688,74.48999786376953,2360600.0,70.59889221191406
2019-04-11,74.54000091552734,73.5999984741211,74.52999877929688,73.9800033569336,1771100.0,70.11553955078125
2019-04-12,74.31999969482422,73.44000244140625,74.12000274658203,73.56999969482422,1711800.0,69.7269515991211
2019-04-15,73.5199966430664,72.69999694824219,72.94000244140625,73.23999786376953,2295800.0,69.41419982910156
2019-04-16,73.75,72.98999786376953,73.38999938964844,73.16000366210938,2111000.0,69.33838653564453
2019-04-17,74.41000366210938,73.16999816894531,73.62999725341797,73.4000015258789,1702000.0,69.56585693359375
2019-04-18,74.08000183105469,72.9800033569336,73.37000274658203,73.63999938964844,2377400.0,69.7933120727539
2019-04-22,73.62999725341797,72.56999969482422,73.20999908447266,72.5999984741211,2439500.0,68.80763244628906
2019-04-23,73.9000015258789,72.20999908447266,72.91000366210938,73.62000274658203,2075500.0,69.77436065673828
2019-04-24,75.91000366210938,74.47000122070312,75.48999786376953,74.69000244140625,2126400.0,70.7884750366211
2019-04-25,74.4800033569336,73.08000183105469,74.4800033569336,73.79000091552734,2083800.0,69.93547058105469
2019-04-26,73.33000183105469,71.4000015258789,72.41000366210938,72.80000305175781,3032900.0,68.99717712402344
2019-04-29,74.0199966430664,72.80000305175781,72.87999725341797,73.38999938964844,2231800.0,69.55635833740234
2019-04-30,74.54000091552734,73.13999938964844,73.13999938964844,74.41000366210938,2552800.0,70.52308654785156
2019-05-01,74.9800033569336,73.76000213623047,74.41000366210938,73.83000183105469,1752600.0,69.97338104248047
2019-05-02,75.18000030517578,73.8499984741211,74.0,75.18000030517578,2288200.0,71.25286102294922
2019-05-03,75.52999877929688,74.58000183105469,75.27999877929688,75.02999877929688,2031100.0,71.1106948852539
2019-05-06,75.06999969482422,72.88999938964844,73.75,74.95999908447266,2804300.0,71.04434967041016
2019-05-07,75.16999816894531,72.75,74.27999877929688,73.29000091552734,3156900.0,69.46159362792969
2019-05-08,74.69000244140625,72.45999908447266,73.12999725341797,73.4800033569336,2746600.0,69.64166259765625
2019-05-09,72.94999694824219,70.75,72.80999755859375,72.29000091552734,3433300.0,68.51382446289062
2019-05-10,72.19999694824219,68.54000091552734,72.06999969482422,71.31999969482422,3965800.0,67.59449768066406
2019-05-13,70.33000183105469,66.0,70.30000305175781,67.0999984741211,5408500.0,63.59492874145508
2019-05-14,68.52999877929688,66.52999877929688,67.25,67.62000274658203,3780600.0,64.08778381347656
2019-05-15,68.1500015258789,67.0199966430664,67.1500015258789,67.86000061035156,2370000.0,64.31523895263672
2019-05-16,69.63999938964844,68.05999755859375,68.44000244140625,68.73999786376953,3272400.0,65.1492691040039
2019-05-17,69.81999969482422,68.0,68.01000213623047,68.93000030517578,2439200.0,65.32933044433594
2019-05-20,69.29000091552734,68.30000305175781,68.4800033569336,68.83999633789062,2794500.0,65.2440414428711
2019-05-21,70.23999786376953,68.5,68.93000030517578,69.94999694824219,2616200.0,66.29605865478516
2019-05-22,70.75,69.16999816894531,69.73999786376953,69.16999816894531,4517400.0,65.55680084228516
2019-05-23,70.0,64.41000366210938,69.05999755859375,65.81999969482422,7999700.0,62.38179397583008
2019-05-24,66.20999908447266,63.34000015258789,65.43000030517578,65.94000244140625,6090000.0,62.49553298950195
2019-05-28,66.70999908447266,65.37000274658203,65.68000030517578,65.4000015258789,3484000.0,61.983734130859375
